"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise","clean","cluster","predict","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","variable","order","weight","score","recategorise","formpart"
"integer","ReducedMeals","Welfare.FoodSecurity.Coping.FoodCoping.ReducedMeals","Reduce the number of meals eaten per day","Reduce the number of meals eaten per day",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Reduce the number of meals eaten per day",,"","","","","questions"
"integer","ReducedPortion","Welfare.FoodSecurity.Coping.FoodCoping.ReducedPortion","Reduce portion size of meals","Reduce portion size of meals",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Reduce portion size of meals",,"","","","","questions"
"integer","DaysNoFood","Welfare.FoodSecurity.Coping.FoodCoping.DaysNoFood","Go an entire day without eating","Go an entire day without eating",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Go an entire day without eating",,"","","","","questions"
"integer","RestrictConsumption","Welfare.FoodSecurity.Coping.FoodCoping.RestrictConsumption","Restrict consumption of adults in order for young children to eat","Restrict consumption of adults in order for young children to eat",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Restrict consumption of adults in order for young children to eat",,"","","","","questions"
"integer","EatElsewhere","Welfare.FoodSecurity.Coping.FoodCoping.EatElsewhere","Send household members to eat elsewhere","Send household members to eat elsewhere",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Send household members to eat elsewhere",,"","","","","questions"
"integer","RestrictConsumptionFem","Welfare.FoodSecurity.Coping.FoodCoping.RestrictConsumptionFem","Restrict consumption of female household members","Restrict consumption of female household members",,"Food_Security",,,,,,,"no",,,,,,"yes",".= 0 or .<= 7",,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.FoodCoping","Restrict consumption of female household members",,"","","","","questions"
"end_group","FoodCoping","Welfare.FoodSecurity.Coping.FoodCoping","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level3","Welfare.FoodSecurity.Coping",,,"","","","","questions"
"begin_group","LivelihoodCoping","Welfare.FoodSecurity.Coping.LivelihoodCoping.LivelihoodCoping","Food and Non-Food Coping Strategies","Food and Non-Food Coping Strategies",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Food and Non-Food Coping Strategies",,"","","","","questions"
"note","LivelihodStrategies","Welfare.FoodSecurity.Coping.LivelihoodCoping.LivelihodStrategies","During the past 30 days, did anyone in your household have to do any of the following","During the past 30 days, did anyone in your household have to do any of the foll",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","During the past 30 days, did anyone in your household have to do any of the foll",,"","","","","questions"
"select_one","SellingGoods","Welfare.FoodSecurity.Coping.LivelihoodCoping.SellingGoods","Sell household goods (radio, furniture, television, jewellery etc)","Sell household goods (radio, furniture, television, jewellery etc)",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Sell household goods (radio, furniture, television, jewellery etc)",,"","","","","questions"
"select_one","SellingAssets","Welfare.FoodSecurity.Coping.LivelihoodCoping.SellingAssets","Sell productive assets and/or means of transport (sewing machine, wheelbarrow, bicycl","Sell productive assets and/or means of transport (sewing machine, wheelbarrow, b",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Sell productive assets and/or means of transport (sewing machine, wheelbarrow, b",,"","","","","questions"
"select_one","ReduceFood","Welfare.FoodSecurity.Coping.LivelihoodCoping.ReduceFood","Reduce food expenditure","Reduce food expenditure",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Reduce food expenditure",,"","","","","questions"
"select_one","ReduceHealth","Welfare.FoodSecurity.Coping.LivelihoodCoping.ReduceHealth","Reduce non-food expenses on health (including medicines)","Reduce non-food expenses on health (including medicines)",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Reduce non-food expenses on health (including medicines)",,"","","","","questions"
"select_one","ReduceEduc","Welfare.FoodSecurity.Coping.LivelihoodCoping.ReduceEduc","Reduce non-food expenses on education","Reduce non-food expenses on education",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Reduce non-food expenses on education",,"","","","","questions"
"select_one","SpentSaving","Welfare.FoodSecurity.Coping.LivelihoodCoping.SpentSaving","Spend some or all of the household savings","Spend some or all of the household savings",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Spend some or all of the household savings",,"","","","","questions"
"select_one","FoodCredit","Welfare.FoodSecurity.Coping.LivelihoodCoping.FoodCredit","Buy food on credit and/or borrowed money to purchase food","Buy food on credit and/or borrowed money to purchase food",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Buy food on credit and/or borrowed money to purchase food",,"","","","","questions"
"select_one","SoldHouseLand","Welfare.FoodSecurity.Coping.LivelihoodCoping.SoldHouseLand","Sell house and/or land","Sell house and/or land",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Sell house and/or land",,"","","","","questions"
"select_one","MovedAccom","Welfare.FoodSecurity.Coping.LivelihoodCoping.MovedAccom","Move to a cheaper rental place/live on the street","Move to a cheaper rental place/live on the street",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Move to a cheaper rental place/live on the street",,"","","","","questions"
"select_one","WithdrawSchool","Welfare.FoodSecurity.Coping.LivelihoodCoping.WithdrawSchool","Withdraw children from school","Withdraw children from school",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Withdraw children from school",,"","","","","questions"
"select_one","ChildLabour","Welfare.FoodSecurity.Coping.LivelihoodCoping.ChildLabour","Involve school children (6 -15 years old) in income generation","Involve school children (6 -15 years old) in income generation",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Involve school children (6 -15 years old) in income generation",,"","","","","questions"
"select_one","Begging","Welfare.FoodSecurity.Coping.LivelihoodCoping.Begging","Ask for money from strangers (begging)","Ask for money from strangers (begging)",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Ask for money from strangers (begging)",,"","","","","questions"
"select_one","ExploitativeWorkAdult","Welfare.FoodSecurity.Coping.LivelihoodCoping.ExploitativeWorkAdult","Have household members 18 years and over accept high risk, dangerous, or exploitative","Have household members 18 years and over accept high risk, dangerous, or exploit",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Have household members 18 years and over accept high risk, dangerous, or exploit",,"","","","","questions"
"select_one","ExploitativeWorkChild","Welfare.FoodSecurity.Coping.LivelihoodCoping.ExploitativeWorkChild","Have household members under the age of 18 accept high risk, dangerous, or exploitati","Have household members under the age of 18 accept high risk, dangerous, or explo",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Have household members under the age of 18 accept high risk, dangerous, or explo",,"","","","","questions"
"select_one","WorkElsewhereAdult","Welfare.FoodSecurity.Coping.LivelihoodCoping.WorkElsewhereAdult","Send an adult household member to work elsewhere (not related to usual seasonal migra","Send an adult household member to work elsewhere (not related to usual seasonal",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Send an adult household member to work elsewhere (not related to usual seasonal",,"","","","","questions"
"select_one","WorkElsewhereChild","Welfare.FoodSecurity.Coping.LivelihoodCoping.WorkElsewhereChild","Send a child household member to work elsewhere (not related to usual seasonal migrat","Send a child household member to work elsewhere (not related to usual seasonal m",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Send a child household member to work elsewhere (not related to usual seasonal m",,"","","","","questions"
"select_one","ChildMarriage","Welfare.FoodSecurity.Coping.LivelihoodCoping.ChildMarriage","Marry children under 18","Marry children under 18",,"Coping_Strategies",,,,,,,"no",,,,,,"yes",,," yesnono","","MainDataFrame","level4","Welfare.FoodSecurity.Coping.LivelihoodCoping","Marry children under 18",,"","","","","questions"
"end_group","LivelihoodCoping","Welfare.FoodSecurity.Coping.LivelihoodCoping","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level3","Welfare.FoodSecurity.Coping",,,"","","","","questions"
"end_group","Coping","Welfare.FoodSecurity.Coping","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Welfare.FoodSecurity",,,"","","","","questions"
"end_group","FoodSecurity","Welfare.FoodSecurity","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level1","Welfare",,,"","","","","questions"
"end_group","Welfare","Welfare","NA",,,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","","",,,"","","","","questions"
"begin_group","Assistance","Assistance.Assistance","Assistance Needs Section","Assistance Needs Section",,,,,,,,,"no",,,,,"selected(${reachable},'yes') and selected(${consent},'yes')",,,,"","","MainDataFrame","level1","Assistance","Assistance Needs Section",,"","","","","questions"
"begin_group","Health","Assistance.Health.Health","Access to Health sub-section","Access to Health sub-section",,,,,,,,,"no",,,,,,,,,"","","MainDataFrame","level2","Assistance.Health","Access to Health sub-section",,"","","","","questions"
"select_one","HealthRequired1","Assistance.Health.HealthRequired1","Did any household members require primary health care in the past 6 months?","Did any household members require primary health care in the past 6 months?",,"Health",,,,,,,"no",,,,,,"yes",,," yesno","","MainDataFrame","level2","Assistance.Health","Did any household members require primary health care in the past 6 months?",,"","","","","questions"
"select_one","HealthAccess1","Assistance.Health.HealthAccess1","Did the household member(s) receive the required primary health care assistance?","Did the household member(s) receive the required primary health care assistance?",,"Health",,,,,,,"no",,,,,"selected(${HealthRequired1},'yes')","yes",,," yesno","","MainDataFrame","level2","Assistance.Health","Did the household member(s) receive the required primary health care assistance?",,"","","","","questions"
"select_multiple_d","HealthAccessBar","Assistance.Health.HealthAccessBar","Why were household members unable to receive the required primary health assistance?","Why were household members unable to receive the required primary health assista",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'no')","yes",,,"barriers_health","","MainDataFrame","level2","Assistance.Health","Why were household members unable to receive the required primary health assista",,"","","","","questions"
"text","HealthAccessBarOth","Assistance.Health.HealthAccessBarOth","Please specify other barriers to health assistance:","Please specify other barriers to health assistance:",,,,,,,,,"no",,,,,"selected(${HealthAccessBar},'other')","yes",,,"","","MainDataFrame","level2","Assistance.Health","Please specify other barriers to health assistance:",,"","","","","questions"
"select_one","HealthcareAccess","Assistance.Health.HealthcareAccess","Where did the household member(s) access primary healthcare?","Where did the household member(s) access primary healthcare?",,"Health",,,,,,,"no",,,,,"selected(${HealthAccess1},'yes')","yes",,," healthcare_access","","MainDataFrame","level2","Assistance.Health","Where did the household member(s) access primary healthcare?",,"","","","","questions"
"text","HealthcareAccessOth","Assistance.Health.HealthcareAccessOth","Please specify where the household member(s) accessed primary healthcare:","Please specify where the household member(s) accessed primary healthcare:",,,,,,,,,"no",,,,,"selected(${HealthcareAccess},'other')",,,,"","","MainDataFrame","level2","Assistance.Health","Please specify where the household member(s) accessed primary healthcare:",,"","","","","questions"
